Site,Date,Temp
Above Discharge,1/5/2016,41.74
Above Discharge,1/5/2016,41.648
Above Discharge,1/5/2016,41.554
Above Discharge,1/5/2016,41.416
Above Discharge,1/5/2016,41.369
Above Discharge,1/5/2016,41.23
Above Discharge,1/5/2016,41.137
Above Discharge,1/5/2016,41.043
Above Discharge,1/5/2016,40.905
Above Discharge,1/5/2016,40.811
Above Discharge,1/5/2016,40.626
Above Discharge,1/5/2016,40.532
Above Discharge,1/5/2016,40.392
Above Discharge,1/5/2016,40.251
Above Discharge,1/5/2016,40.064
Above Discharge,1/5/2016,39.924
Above Discharge,1/5/2016,39.783
Above Discharge,1/6/2016,39.643
Above Discharge,1/6/2016,39.502
Above Discharge,1/6/2016,39.36
Above Discharge,1/6/2016,39.267
Above Discharge,1/6/2016,39.124
Above Discharge,1/6/2016,39.031
Above Discharge,1/6/2016,38.889
Above Discharge,1/6/2016,38.795
Above Discharge,1/6/2016,38.653
Above Discharge,1/6/2016,38.557
Above Discharge,1/6/2016,38.464
Above Discharge,1/6/2016,38.368
Above Discharge,1/6/2016,38.273
Above Discharge,1/6/2016,38.179
Above Discharge,1/6/2016,38.084
Above Discharge,1/6/2016,37.989
Above Discharge,1/6/2016,37.893
Above Discharge,1/6/2016,37.798
Above Discharge,1/6/2016,37.751
Above Discharge,1/6/2016,37.656
Above Discharge,1/6/2016,37.609
Above Discharge,1/6/2016,37.56
Above Discharge,1/6/2016,37.465
Above Discharge,1/6/2016,37.416
Above Discharge,1/6/2016,37.321
Above Discharge,1/6/2016,37.274
Above Discharge,1/6/2016,37.225
Above Discharge,1/6/2016,37.179
Above Discharge,1/6/2016,37.13
Above Discharge,1/6/2016,37.035
Above Discharge,1/6/2016,37.035
Above Discharge,1/6/2016,36.939
Above Discharge,1/6/2016,36.891
Above Discharge,1/6/2016,36.842
Above Discharge,1/6/2016,36.842
Above Discharge,1/6/2016,36.795
Above Discharge,1/6/2016,36.747
Above Discharge,1/6/2016,36.795
Above Discharge,1/6/2016,36.795
Above Discharge,1/6/2016,36.842
Above Discharge,1/6/2016,36.939
Above Discharge,1/6/2016,37.035
Above Discharge,1/6/2016,37.225
Above Discharge,1/6/2016,37.416
Above Discharge,1/6/2016,37.702
Above Discharge,1/6/2016,37.989
Above Discharge,1/6/2016,38.273
Above Discharge,1/6/2016,38.464
Above Discharge,1/6/2016,38.7
Above Discharge,1/6/2016,38.889
Above Discharge,1/6/2016,39.124
Above Discharge,1/6/2016,39.407
