Site,Date,Temp
WMA,7/29/2015,55.017
WMA,7/29/2015,56.577
WMA,7/29/2015,58.131
WMA,7/29/2015,59.851
WMA,7/29/2015,61.227
WMA,7/29/2015,62.083
WMA,7/29/2015,62.425
WMA,7/29/2015,62.083
WMA,7/29/2015,61.054
WMA,7/29/2015,59.851
WMA,7/29/2015,58.476
WMA,7/29/2015,57.441
WMA,7/29/2015,56.577
WMA,7/29/2015,55.884
WMA,7/29/2015,55.537
WMA,7/30/2015,55.189
WMA,7/30/2015,54.842
WMA,7/30/2015,54.669
WMA,7/30/2015,54.669
WMA,7/30/2015,54.495
WMA,7/30/2015,54.322
WMA,7/30/2015,54.147
WMA,7/30/2015,54.147
WMA,7/30/2015,54.495
WMA,7/30/2015,55.711
WMA,7/30/2015,57.096
WMA,7/30/2015,58.647
WMA,7/30/2015,60.368
WMA,7/30/2015,61.741
WMA,7/30/2015,62.425
WMA,7/30/2015,62.769
WMA,7/30/2015,62.598
WMA,7/30/2015,61.741
WMA,7/30/2015,60.539
WMA,7/30/2015,59.164
WMA,7/30/2015,57.785
WMA,7/30/2015,56.75
WMA,7/30/2015,56.057
WMA,7/30/2015,55.537
WMA,7/31/2015,55.364
WMA,7/31/2015,55.017
WMA,7/31/2015,54.842
WMA,7/31/2015,54.842
WMA,7/31/2015,54.842
WMA,7/31/2015,54.669
WMA,7/31/2015,54.669
WMA,7/31/2015,54.669
WMA,7/31/2015,54.842
WMA,7/31/2015,55.884
WMA,7/31/2015,57.441
WMA,7/31/2015,58.993
WMA,7/31/2015,60.712
WMA,7/31/2015,61.741
WMA,7/31/2015,62.254
WMA,7/31/2015,62.425
WMA,7/31/2015,62.083
WMA,7/31/2015,61.398
WMA,7/31/2015,60.539
WMA,7/31/2015,59.337
WMA,7/31/2015,58.131
WMA,7/31/2015,57.096
WMA,7/31/2015,56.404
WMA,7/31/2015,55.884
WMA,8/1/2015,55.711
WMA,8/1/2015,55.364
WMA,8/1/2015,55.189
WMA,8/1/2015,55.189
WMA,8/1/2015,55.189
WMA,8/1/2015,55.189
WMA,8/1/2015,55.189
WMA,8/1/2015,55.189
WMA,8/1/2015,55.537
WMA,8/1/2015,56.404
WMA,8/1/2015,57.785
WMA,8/1/2015,59.337
WMA,8/1/2015,60.883
WMA,8/1/2015,62.254
WMA,8/1/2015,63.111
WMA,8/1/2015,62.769
WMA,8/1/2015,62.254
WMA,8/1/2015,61.912
WMA,8/1/2015,61.054
WMA,8/1/2015,59.68
WMA,8/1/2015,58.303
WMA,8/1/2015,57.268
WMA,8/1/2015,56.923
WMA,8/1/2015,56.404
WMA,8/2/2015,56.057
WMA,8/2/2015,55.884
WMA,8/2/2015,55.711
WMA,8/2/2015,55.711
WMA,8/2/2015,55.711
WMA,8/2/2015,55.537
WMA,8/2/2015,55.364
WMA,8/2/2015,55.364
WMA,8/2/2015,55.537
WMA,8/2/2015,56.404
WMA,8/2/2015,57.614
WMA,8/2/2015,58.993
WMA,8/2/2015,60.712
WMA,8/2/2015,61.741
WMA,8/2/2015,62.598
WMA,8/2/2015,62.94
WMA,8/2/2015,62.769
WMA,8/2/2015,61.912
WMA,8/2/2015,60.883
WMA,8/2/2015,59.508
WMA,8/2/2015,58.303
WMA,8/2/2015,57.441
WMA,8/2/2015,56.75
WMA,8/2/2015,56.404
WMA,8/3/2015,56.23
WMA,8/3/2015,56.057
WMA,8/3/2015,55.884
WMA,8/3/2015,55.884
WMA,8/3/2015,55.711
WMA,8/3/2015,55.711
WMA,8/3/2015,55.711
WMA,8/3/2015,55.711
WMA,8/3/2015,55.884
WMA,8/3/2015,56.75
WMA,8/3/2015,57.958
WMA,8/3/2015,58.82
WMA,8/3/2015,59.337
WMA,8/3/2015,59.68
WMA,8/3/2015,60.712
WMA,8/3/2015,61.398
WMA,8/3/2015,61.227
WMA,8/3/2015,60.195
WMA,8/3/2015,59.68
WMA,8/3/2015,58.647
WMA,8/3/2015,57.785
WMA,8/3/2015,57.268
WMA,8/3/2015,56.75
WMA,8/3/2015,56.404
WMA,8/4/2015,56.404
WMA,8/4/2015,56.404
WMA,8/4/2015,56.404
WMA,8/4/2015,56.057
WMA,8/4/2015,55.711
WMA,8/4/2015,55.364
WMA,8/4/2015,55.189
WMA,8/4/2015,55.189
WMA,8/4/2015,55.711
WMA,8/4/2015,56.577
WMA,8/4/2015,57.614
WMA,8/4/2015,58.647
WMA,8/4/2015,59.68
WMA,8/4/2015,60.539
WMA,8/4/2015,60.539
WMA,8/4/2015,60.195
WMA,8/4/2015,60.024
WMA,8/4/2015,59.68
WMA,8/4/2015,58.82
WMA,8/4/2015,58.131
WMA,8/4/2015,57.268
WMA,8/4/2015,56.75
WMA,8/4/2015,56.23
WMA,8/4/2015,56.057
WMA,8/5/2015,55.884
WMA,8/5/2015,55.711
WMA,8/5/2015,55.537
WMA,8/5/2015,55.364
WMA,8/5/2015,55.189
WMA,8/5/2015,55.017
WMA,8/5/2015,54.842
WMA,8/5/2015,54.842
WMA,8/5/2015,55.189
WMA,8/5/2015,56.057
WMA,8/5/2015,57.441
WMA,8/5/2015,58.993
WMA,8/5/2015,60.712
WMA,8/5/2015,62.083
WMA,8/5/2015,62.94
WMA,8/5/2015,63.111
WMA,8/5/2015,62.94
WMA,8/5/2015,62.083
WMA,8/5/2015,60.539
WMA,8/5/2015,59.164
WMA,8/5/2015,58.647
WMA,8/5/2015,57.958
WMA,8/5/2015,57.614
WMA,8/5/2015,57.441
WMA,8/6/2015,57.268
WMA,8/6/2015,57.441
WMA,8/6/2015,57.268
WMA,8/6/2015,57.096
WMA,8/6/2015,56.75
WMA,8/6/2015,56.404
WMA,8/6/2015,56.23
WMA,8/6/2015,56.23
WMA,8/6/2015,56.404
WMA,8/6/2015,57.268
WMA,8/6/2015,58.647
WMA,8/6/2015,60.024
WMA,8/6/2015,61.398
WMA,8/6/2015,62.769
WMA,8/6/2015,63.455
WMA,8/6/2015,63.626
WMA,8/6/2015,63.455
WMA,8/6/2015,62.083
WMA,8/6/2015,60.883
WMA,8/6/2015,59.337
WMA,8/6/2015,57.958
WMA,8/6/2015,56.923
WMA,8/6/2015,56.23
WMA,8/6/2015,55.711
WMA,8/7/2015,55.364
WMA,8/7/2015,55.017
WMA,8/7/2015,54.842
WMA,8/7/2015,54.842
WMA,8/7/2015,54.842
WMA,8/7/2015,55.189
WMA,8/7/2015,55.364
WMA,8/7/2015,55.537
WMA,8/7/2015,56.057
WMA,8/7/2015,56.75
WMA,8/7/2015,57.958
WMA,8/7/2015,59.508
WMA,8/7/2015,61.227
WMA,8/7/2015,62.083
WMA,8/7/2015,61.741
WMA,8/7/2015,60.883
WMA,8/7/2015,60.024
WMA,8/7/2015,59.68
WMA,8/7/2015,59.337
WMA,8/7/2015,58.476
WMA,8/7/2015,57.614
WMA,8/7/2015,56.923
WMA,8/7/2015,56.577
WMA,8/7/2015,56.404
WMA,8/8/2015,56.23
WMA,8/8/2015,56.23
WMA,8/8/2015,56.057
WMA,8/8/2015,56.057
WMA,8/8/2015,56.057
WMA,8/8/2015,55.884
WMA,8/8/2015,55.884
WMA,8/8/2015,55.884
WMA,8/8/2015,56.23
WMA,8/8/2015,56.577
WMA,8/8/2015,57.614
WMA,8/8/2015,58.647
WMA,8/8/2015,60.368
WMA,8/8/2015,61.227
WMA,8/8/2015,61.912
WMA,8/8/2015,61.741
WMA,8/8/2015,61.227
WMA,8/8/2015,60.712
WMA,8/8/2015,59.68
WMA,8/8/2015,58.993
WMA,8/8/2015,57.958
WMA,8/8/2015,57.268
WMA,8/8/2015,56.75
WMA,8/8/2015,56.577
WMA,8/9/2015,56.404
WMA,8/9/2015,56.23
WMA,8/9/2015,56.057
WMA,8/9/2015,55.711
WMA,8/9/2015,55.364
WMA,8/9/2015,55.537
WMA,8/9/2015,55.711
WMA,8/9/2015,55.884
WMA,8/9/2015,56.23
WMA,8/9/2015,56.923
WMA,8/9/2015,57.958
WMA,8/9/2015,59.164
WMA,8/9/2015,60.883
WMA,8/9/2015,62.083
WMA,8/9/2015,62.94
WMA,8/9/2015,63.111
WMA,8/9/2015,62.598
WMA,8/9/2015,61.741
WMA,8/9/2015,60.712
WMA,8/9/2015,59.337
WMA,8/9/2015,58.131
WMA,8/9/2015,57.096
WMA,8/9/2015,56.577
WMA,8/9/2015,56.057
WMA,8/10/2015,55.711
WMA,8/10/2015,55.537
WMA,8/10/2015,55.189
WMA,8/10/2015,55.017
WMA,8/10/2015,54.842
WMA,8/10/2015,54.669
WMA,8/10/2015,54.495
WMA,8/10/2015,54.495
WMA,8/10/2015,54.669
WMA,8/10/2015,55.711
WMA,8/10/2015,57.268
WMA,8/10/2015,58.82
WMA,8/10/2015,59.851
WMA,8/10/2015,61.398
WMA,8/10/2015,62.769
WMA,8/10/2015,63.111
WMA,8/10/2015,62.769
WMA,8/10/2015,61.912
WMA,8/10/2015,60.368
WMA,8/10/2015,58.993
WMA,8/10/2015,57.958
WMA,8/10/2015,57.096
WMA,8/10/2015,56.577
WMA,8/10/2015,56.23
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.057
WMA,8/11/2015,56.23
WMA,8/11/2015,56.923
WMA,8/11/2015,58.131
WMA,8/11/2015,59.508
WMA,8/11/2015,61.227
WMA,8/11/2015,62.425
WMA,8/11/2015,63.282
WMA,8/11/2015,63.455
WMA,8/11/2015,62.94
WMA,8/11/2015,62.254
WMA,8/11/2015,61.227
WMA,8/11/2015,59.851
WMA,8/11/2015,58.647
WMA,8/11/2015,57.785
WMA,8/11/2015,57.268
WMA,8/11/2015,56.923
